i, j, dm, x, s, t, u, v, n, e, s, w, p, d
2, 2, 7, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 7, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 2, 8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 0, 0, 0, -0.3, -0.372, 0, 0, 0, 0
2, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 1, 0, 0, -0.582, -0.3, -0.51, -0.7309888, 0, 0
2, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 0, 0, 0, -0.3, -0.38928, -0.4224, -0.4187889, 0, 0
2, 3, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 1, 0, 0, 2.99711, -0.9610277, -0.9026316, -0.6737436, 0, 0
2, 3, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 1, 0, 1, -0.45768, 1.427915, -0.581242, -0.434496, 0, 0
2, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 1, 1, 1, 1, 1, 1, -0.3804765, -0.4214187, 2.832201, 14.94962, 0, 0
2, 3, 2, 0, 0, 0, 0, 0, -0.51, -0.51, -0.51, -0.657, 0, 0
2, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 0, 1, 0, 0, -0.582, -0.729, -0.51, -0.5374606, 0, 0
2, 3, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 0, 0, 0, 2.047046, -0.3, -0.416903, -0.372, 0, 0
2, 3, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 1, 0, 0, 2.936075, -0.3, -0.618451, -0.418944, 0, 0
2, 3, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 1, 0, 1, -0.582, 2.824868, -0.044933, -0.51, 0, 0
2, 3, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 2, 1, 1, 1, 1, 1, -0.51, 1.045985, 0.3586669, 14.41615, 0, 0
2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, -0.51, 0, 0
2, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 0, 1, 0, 0, -0.582, -0.6828, -0.51, -0.51, 0, 0
2, 3, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 0, 0, 0, 2.115797, -0.3, -0.7599, -0.7668202, 0, 0
2, 3, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 1, 0, 0, 2.999988, -0.5381227, -0.4841396, -0.2591462, 0, 0
2, 3, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 1, 0, 1, -0.51, 1.959309, -0.729, -0.81468, 0, 0
2, 3, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 3, 1, 1, 1, 1, 1, -0.6484213, -0.2114187, 1.360333, 14.96252, 0, 0
2, 3, 4, 0, 0, 0, 0, 0, 0, -0.3, -0.3, -0.3, 0, 0
2, 3, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 1, 0, 0, -0.3, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 0, 0, 0, 0.102, -0.7794001, -0.416903, -0.8070285, 0, 0
2, 3, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 1, 0, 0, 2.706969, -0.3, 0, 0, 0, 0
2, 3, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 1, 0, 1, -0.3, 0, -0.1262254, 0, 0, 0
2, 3, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 4, 1, 1, 1, 1, 1, 0, -0.9176458, 2.022639, 9.855, 0, 0
2, 3, 5, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0
2, 3, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 0, 1, 0, 0, -0.3, 0, -0.51, -0.3482227, 0, 0
2, 3, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 0, 0, 0, -0.3, -0.51, 0, 0, 0, 0
2, 3, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 1, 0, 0, 2.999741, -0.6619616, -0.6679956, -0.4100637, 0, 0
2, 3, 5, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 1, 0, 1, -0.3, -0.51, -0.3, -0.51, 0, 0
2, 3, 5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 5, 1, 1, 1, 1, 1, 0, -0.372, 0, 0, 0, 0
2, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 6, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 7, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 3, 8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 0, 0, 0, 0, 0, -0.4224, 0, 0, 0
2, 4, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 1, 0, 0, -0.51, 0, -0.4224, 0, 0, 0
2, 4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
2, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
