i, j, dm, x, s, t, u, v, n, e, s, w, p, d
1, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 1, 0, 1, -0.372, -0.7764865, -0.372, -0.3, 0, 0
1, 1, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 4, 1, 1, 1, 1, 1, -0.3, -0.3, 7.717596, -0.51, 0, 0
1, 1, 5, 0, 0, 0, 0, 0, -0.3, -0.3, 0, -0.3, 0, 0
1, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, -0.3, 0, 0
1, 1, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 0, 0, 0, -0.372, -0.172704, -0.3, -0.3, 0, 0
1, 1, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 1, 0, 0, -0.45768, -0.3, -0.5570472, -1.029074, 0, 0
1, 1, 5, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 1, 0, 1, -0.3, -0.3, -0.3, -0.51, 0, 0
1, 1, 5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 5, 1, 1, 1, 1, 1, -0.3, 0, 0, -0.3, 0, 0
1, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 1, 0, 0, -0.3, 0, 0, -0.3, 0, 0
1, 1, 6, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 0, 0, 0, -0.3, -0.3, 0, 0, 0, 0
1, 1, 6, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 1, 0, 0, -0.582, -0.3, -0.372, -0.3, 0, 0
1, 1, 6, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 6, 1, 1, 1, 1, 1, -0.3, 2.039423, 0, -0.3, 0, 0
1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 7, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 1, 8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0
1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 1, 0, 0, -0.6324, -0.3, -0.7390075, -0.372, 0, 0
1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 0, 0, 0, -0.3, 1.952276, -0.7211623, -0.3, 0, 0
1, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 1, 0, 0, -0.8366635, 2.999705, -0.8629406, -0.4494933, 0, 0
1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 1, 0, 1, -0.66768, -0.3796868, -0.747456, -0.6572198, 0, 0
1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 1, 1, 1, 1, 1, 1, 1.184092, -0.5556988, 14.94233, 5.30731, 0, 0
1, 2, 2, 0, 0, 0, 0, 0, -0.3, 0, 0, -0.51, 0, 0
1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 0, 1, 0, 0, -0.7599, -0.6828, -0.7967009, -0.8298, 0, 0
1, 2, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 0, 0, 0, -0.5467557, 0, -0.9422761, -0.372, 0, 0
1, 2, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 1, 0, 0, -0.204702, 2.999406, -0.06688263, -0.3824497, 0, 0
1, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 1, 0, 1, -0.8319, -0.74628, -0.8823, -0.719496, 0, 0
1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 2, 1, 1, 1, 1, 1, 0.305739, 4.929176, 14.99999, 1.145052, 0, 0
1, 2, 3, 0, 0, 0, 0, 0, -0.4224, -0.3, -0.3, -0.6324, 0, 0
1, 2, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 0, 1, 0, 0, -0.64968, -0.7794, -0.5839888, -0.64968, 0, 0
1, 2, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 0, 0, 0, -0.372, 1.63092, -0.68496, -0.729, 0, 0
1, 2, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 1, 0, 0, -0.7081333, 2.999847, -0.5947569, -0.006287036, 0, 0
1, 2, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 1, 0, 1, -1.003846, -0.925056, -0.930252, -1.02122, 0, 0
1, 2, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 3, 1, 1, 1, 1, 1, 2.956152, 5.496444, 14.99995, 3.815775, 0, 0
1, 2, 4, 0, 0, 0, 0, 0, -0.3, -0.3, -0.51, -0.582, 0, 0
1, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 1, 0, 0, -0.372, -0.582, -0.7397669, 0, 0, 0
1, 2, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 0, 0, 0, -0.3, 0.5304, 0, 0, 0, 0
1, 2, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 1, 0, 0, -0.6324, 2.75743, -0.53147, -0.3, 0, 0
1, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 1, 0, 1, -0.51, -0.3520755, -0.66768, -0.51, 0, 0
1, 2, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 1, 1, 1, 1, 1, -0.5003765, -0.83193, 14.39454, -0.2076326, 0, 0
1, 2, 5, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0
1, 2, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 0, 1, 0, 0, 0, 0, -0.3, -0.3, 0, 0
1, 2, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 0, 0, 0, 0, 0.5304, -0.3, -0.3, 0, 0
1, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 1, 0, 0, -0.3, 1.454462, -0.3, -0.372, 0, 0
1, 2, 5, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 1, 0, 1, -0.3, -0.75336, -0.3, -0.3, 0, 0
1, 2, 5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 5, 1, 1, 1, 1, 1, -0.3, -0.582, 12.42409, 0.5152209, 0, 0
1, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
1, 2, 6, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 2, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
